time,open,high,low,close,volume,close_time,quote_asset_volume,number_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,day_of_week
2017-08-20 04:00:00,4094.62,4156.56,4081.19,4155.87,28.60391,1970-01-01 00:25:03.215999999,117539.1748737,275,20.148087,82819.22457595,9252.69753132,6
2017-08-20 08:00:00,4155.87,4211.08,4032.62,4106.53,36.019943,1970-01-01 00:25:03.230399999,148442.01320702,268,20.259055,83560.55317922,9680.68801577,6
2017-08-20 12:00:00,4106.53,4125.43,4063.35,4125.0,29.113266,1970-01-01 00:25:03.244799999,119507.05568627,128,22.330986,91722.20319178,9866.10295518,6
2017-08-20 16:00:00,4125.0,4185.94,4091.59,4164.6,169.995517,1970-01-01 00:25:03.259199999,703376.44563256,689,146.825698,607419.74852118,9922.37566126,6
2017-08-20 20:00:00,4161.59,4171.62,4069.13,4086.29,196.739103,1970-01-01 00:25:03.273599999,814409.37713677,882,161.473736,668271.65553751,10125.41408414,6
2017-08-21 00:00:00,4069.13,4119.62,4039.0,4084.76,220.838143,1970-01-01 00:25:03.287999999,901616.43215732,931,192.385542,785426.80240148,10338.30080168,0
2017-08-21 04:00:00,4079.26,4104.68,3953.4,4043.63,222.575129,1970-01-01 00:25:03.302399999,897752.76476758,1200,179.073425,722314.65230777,10870.05610698,0
2017-08-21 08:00:00,4043.63,4088.12,4000.01,4023.11,78.878314,1970-01-01 00:25:03.316799999,318369.89414274,454,63.705722,257161.36030859,11125.99881072,0
2017-08-21 12:00:00,4023.11,4023.11,3911.79,4022.0,43.762796,1970-01-01 00:25:03.331199999,174413.62639185,479,17.954574,71741.59675776,11181.53868221,0
2017-08-21 16:00:00,4005.99,4042.11,3918.8,4027.05,24.46693,1970-01-01 00:25:03.345599999,97897.65595292,330,17.923313,71826.65385753,11428.72263638,0
2017-08-21 20:00:00,4027.05,4070.49,3950.0,4016.0,101.221748,1970-01-01 00:25:03.359999999,407181.34061487,578,86.313531,347191.48752524,11706.76997007,0
2017-08-22 00:00:00,4016.0,4016.0,3688.97,3862.39,114.685346,1970-01-01 00:25:03.374399999,442744.57170483,731,79.20673,306369.37780113,12280.16637919,1
2017-08-22 04:00:00,3863.0,3868.57,3400.0,3798.08,167.221519,1970-01-01 00:25:03.388799999,627645.60716665,935,109.434454,413851.4540096,11936.69980562,1
2017-08-22 08:00:00,3798.08,3920.31,3750.08,3866.48,221.731236,1970-01-01 00:25:03.403199999,854175.43470761,1466,138.502727,532978.70005289,11737.00013732,1
2017-08-22 12:00:00,3866.48,3990.12,3786.81,3858.23,179.358421,1970-01-01 00:25:03.417599999,698287.50405772,1471,42.155693,164971.01764635,11707.98130638,1
2017-08-22 16:00:00,3858.23,4104.82,3853.47,3984.24,159.535655,1970-01-01 00:25:03.431999999,634541.12778918,1017,28.138591,112421.52695131,11791.64631318,1
2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681,1970-01-01 00:25:03.446399999,495111.52671452,874,26.556986,106596.29288098,11773.27950025,1
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384,1970-01-01 00:25:03.460799999,651005.60763807,997,23.420493,95805.17621647,11715.48393939,2
2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603,1970-01-01 00:25:03.475199999,578320.10546274,1111,27.284199,111713.50015777,11859.67684336,2
2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022,1970-01-01 00:25:03.489599999,562615.54910386,1053,36.19523,151733.19746311,11980.18275816,2
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569,1970-01-01 00:25:03.503999999,997806.79953809,2601,128.947715,543061.81819453,12250.54758856,2
2017-08-23 16:00:00,4226.94,4259.58,4103.51,4117.07,174.637585,1970-01-01 00:25:03.518399999,731256.24764675,1856,53.984078,227813.43154504,12654.96938119,2
2017-08-23 20:00:00,4136.48,4178.65,4069.8,4114.01,152.616402,1970-01-01 00:25:03.532799999,627682.15643017,1011,39.587377,163439.97161771,12724.37533462,2
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015,1970-01-01 00:25:03.547199999,511550.36438993,903,27.060743,112391.45240915,12817.18909037,3
2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946,1970-01-01 00:25:03.561599999,509864.53980426,789,21.656149,89962.4751322,13163.63412102,3
2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488,1970-01-01 00:25:03.575999999,718060.12124621,1714,73.05585,306499.16391631,13880.36118142,3
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342,1970-01-01 00:25:03.590399999,615368.84552887,1264,43.382732,181977.61101503,14134.68303832,3
2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358,1970-01-01 00:25:03.604799999,469850.39412688,839,16.24123,68603.33868704,14250.42269951,3
2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955,1970-01-01 00:25:03.619199999,471782.14806861,738,25.423708,108945.02297147,14231.32630532,3
2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526,1970-01-01 00:25:03.633599999,611984.04895229,1511,28.508088,123930.30981983,13596.04615877,4
2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543,1970-01-01 00:25:03.647999999,437863.45460033,925,18.262736,79005.68235136,13393.94329836,4
2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306,1970-01-01 00:25:03.662399999,322437.97728068,694,15.959571,69337.48965379,13694.31899824,4
2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656,1970-01-01 00:25:03.676799999,710205.00769493,2407,23.930431,103694.0863492,12894.4937338,4
2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.39933,1970-01-01 00:25:03.691199999,230331.5071367,518,8.162051,35850.76446313,12990.22702346,4
2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625,1970-01-01 00:25:03.705599999,171815.35369834,499,5.275097,22758.80310914,12945.43630782,4
2017-08-26 00:00:00,4280.71,4315.0,4228.99,4297.94,41.638568,1970-01-01 00:25:03.719999999,178220.54844697,425,5.690846,24444.92494631,12681.75318225,5
2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288,1970-01-01 00:25:03.734399999,123253.55557526,264,7.440958,32017.76138539,11974.76368105,5
2017-08-26 08:00:00,4319.7,4319.7,4260.88,4288.72,36.153081,1970-01-01 00:25:03.748799999,155418.86316773,242,6.650417,28663.4544584,12129.01065926,5
2017-08-26 12:00:00,4288.72,4306.74,4221.14,4275.0,34.654984,1970-01-01 00:25:03.763199999,147798.52539778,364,11.245799,48069.6062103,11875.93875457,5
2017-08-26 16:00:00,4275.0,4351.32,4212.41,4293.52,47.431108,1970-01-01 00:25:03.777599999,202533.71619518,550,16.119489,69037.42708171,11806.5876955,5
2017-08-26 20:00:00,4293.52,4367.0,4279.0,4337.44,39.523039,1970-01-01 00:25:03.791999999,170640.52454918,415,9.042632,39130.62642034,11789.06750167,5
2017-08-27 00:00:00,4332.51,4400.0,4314.91,4314.91,62.980388,1970-01-01 00:25:03.806399999,274219.29999526,731,18.202448,79393.0061161,11842.49700032,6
2017-08-27 04:00:00,4329.19,4370.85,4293.42,4313.84,47.478199,1970-01-01 00:25:03.820799999,205503.40860345,500,7.930591,34370.62024775,11820.03940011,6
2017-08-27 08:00:00,4331.29,4352.34,4285.56,4323.37,57.138682,1970-01-01 00:25:03.835199999,246810.84707828,863,20.357794,88196.52071802,11799.34253665,6
2017-08-27 12:00:00,4340.0,4340.0,4285.54,4325.0,35.277424,1970-01-01 00:25:03.849599999,152269.97962719,448,6.562835,28386.25051276,11566.04001797,6
2017-08-27 16:00:00,4290.01,4386.78,4290.01,4368.41,72.11126,1970-01-01 00:25:03.863999999,313605.68114778,588,30.331784,132177.57760319,11467.32234578,6
2017-08-27 20:00:00,4336.12,4386.79,4309.6,4310.01,75.706632,1970-01-01 00:25:03.878399999,329170.84557361,540,18.265906,79918.20417433,11456.95307303,6
2017-08-28 00:00:00,4310.01,4330.36,4239.36,4239.37,73.295355,1970-01-01 00:25:03.892799999,314379.26640406,629,12.495602,53849.44762769,11322.97789883,0
2017-08-28 04:00:00,4239.36,4297.11,4124.54,4261.9,94.397198,1970-01-01 00:25:03.907199999,396586.34938988,913,47.613999,200858.55109728,11328.58336042,0
2017-08-28 08:00:00,4261.9,4365.4,4226.93,4308.0,121.722034,1970-01-01 00:25:03.921599999,521484.88036312,670,38.241618,164794.32887094,11229.41089191,0
2017-08-28 12:00:00,4309.0,4347.0,4271.03,4273.59,121.858551,1970-01-01 00:25:03.935999999,524244.46820398,779,24.12777,104303.25268809,11221.09608673,0
2017-08-28 16:00:00,4317.2,4370.45,4273.59,4321.65,107.225677,1970-01-01 00:25:03.950399999,464100.18749907,757,9.158929,39831.37853162,11179.61151073,0
2017-08-28 20:00:00,4321.65,4399.82,4290.18,4386.69,85.342801,1970-01-01 00:25:03.964799999,370865.37393942,601,11.149864,48727.24729572,11075.45841897,0
2017-08-29 00:00:00,4353.65,4386.69,4314.35,4376.99,78.862074,1970-01-01 00:25:03.979199999,343403.76715806,618,15.822293,69206.25729621,11068.04364813,1
2017-08-29 04:00:00,4363.48,4404.07,4313.55,4329.02,128.456959,1970-01-01 00:25:03.993599999,560654.32401162,894,31.059638,136160.41910731,10984.18242369,1
2017-08-29 08:00:00,4328.12,4417.61,4328.12,4368.5,88.051429,1970-01-01 00:25:04.007999999,383494.55741863,701,16.677621,72955.90404663,10911.65337353,1
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4570.0,128.764571,1970-01-01 00:25:04.022399999,578421.24775572,839,37.761823,171204.94731794,11120.44252187,1
2017-08-29 16:00:00,4569.65,4584.0,4496.95,4555.55,127.21423,1970-01-01 00:25:04.036799999,576878.6376655,751,25.858034,117677.81217246,11051.79809229,1
2017-08-29 20:00:00,4540.0,4624.99,4535.09,4587.48,52.195765,1970-01-01 00:25:04.051199999,239631.20182038,356,16.263158,74776.68074603,11050.54761867,1
2017-08-30 00:00:00,4564.52,4619.99,4527.45,4583.61,119.42503,1970-01-01 00:25:04.065599999,547729.40792655,771,12.765248,58703.78257008,11170.96004048,2
2017-08-30 04:00:00,4600.0,4647.51,4550.01,4550.02,149.551451,1970-01-01 00:25:04.079999999,687373.88670707,787,31.591102,145750.54088494,11151.92108986,2
2017-08-30 08:00:00,4550.0,4597.0,4416.01,4498.35,176.151828,1970-01-01 00:25:04.094399999,794966.1610554,1337,57.17184,258275.0138818,11107.78662273,2
2017-08-30 12:00:00,4537.0,4592.76,4416.16,4546.77,163.013481,1970-01-01 00:25:04.108799999,740107.038041,1200,58.283807,265961.08849956,11113.66087771,2
2017-08-30 16:00:00,4555.0,4609.92,4532.8,4536.82,84.845278,1970-01-01 00:25:04.123199999,387465.99565689,721,16.298615,74755.97196937,11090.52901044,2
2017-08-30 20:00:00,4536.82,4579.91,4516.87,4555.14,115.481703,1970-01-01 00:25:04.137599999,526072.19727432,735,19.95164,91173.83970308,11438.9152736,2
2017-08-31 00:00:00,4555.14,4606.0,4555.14,4593.66,109.650881,1970-01-01 00:25:04.151999999,502542.55326566,814,21.242802,97476.01131777,11324.19013489,3
2017-08-31 04:00:00,4596.54,4628.12,4572.64,4592.16,102.998925,1970-01-01 00:25:04.166399999,473170.50313892,630,10.384802,47821.15132303,11323.1248768,3
2017-08-31 08:00:00,4603.58,4678.57,4572.64,4656.67,111.874811,1970-01-01 00:25:04.180799999,516656.43133365,652,21.146363,97933.04863915,11202.07490034,3
2017-08-31 12:00:00,4674.97,4685.55,4631.41,4648.82,106.997195,1970-01-01 00:25:04.195199999,499150.40445549,899,30.609833,143098.32887941,10969.00551526,3
2017-08-31 16:00:00,4648.82,4745.42,4638.98,4698.77,66.803163,1970-01-01 00:25:04.209599999,313070.97548359,603,29.561753,138691.07484036,10824.26561653,3
2017-08-31 20:00:00,4688.47,4724.89,4666.84,4724.89,58.631827,1970-01-01 00:25:04.223999999,275287.85633453,563,19.001772,89322.91890262,10779.83873125,3
2017-09-01 00:00:00,4689.89,4767.0,4689.89,4714.73,75.647978,1970-01-01 00:25:04.238399999,357791.7179298,623,23.541048,111765.17181294,10895.200231,4
2017-09-01 04:00:00,4714.73,4734.99,4654.88,4707.5,101.226134,1970-01-01 00:25:04.252799999,475248.79840836,541,11.099094,52212.74541346,10809.8792001,4
2017-09-01 08:00:00,4715.0,4798.46,4708.09,4775.0,130.966655,1970-01-01 00:25:04.267199999,621598.36937374,810,27.874135,132414.87942116,10632.8528349,4
2017-09-01 12:00:00,4775.0,4839.92,4725.81,4803.83,68.887712,1970-01-01 00:25:04.281599999,328391.46774726,518,16.259311,77822.23938244,10455.72340756,4
2017-09-01 16:00:00,4756.46,4815.67,4738.94,4813.24,96.951623,1970-01-01 00:25:04.295999999,463263.55204882,893,14.84757,71123.26954435,10426.66786676,4
2017-09-01 20:00:00,4808.79,4885.55,4760.01,4834.91,86.986264,1970-01-01 00:25:04.310399999,418871.65373818,615,25.038945,120916.12532299,10906.14445652,4
2017-09-02 00:00:00,4796.16,4939.19,4764.88,4788.07,145.538528,1970-01-01 00:25:04.324799999,706334.73106411,1036,57.071122,277235.82578057,11524.89378032,5
2017-09-02 04:00:00,4765.01,4814.49,4473.35,4697.71,178.769608,1970-01-01 00:25:04.339199999,829631.97200522,1708,91.281879,423365.2099534,11356.8004187,5
2017-09-02 08:00:00,4701.02,4709.4,4549.77,4630.01,142.239876,1970-01-01 00:25:04.353599999,657144.19168782,1097,45.67762,211553.37352716,11361.31181285,5
2017-09-02 12:00:00,4669.75,4675.0,4354.61,4460.19,187.304485,1970-01-01 00:25:04.367999999,843199.13422133,1300,75.692509,340724.58123853,11213.49746846,5
2017-09-02 16:00:00,4465.12,4554.98,4377.43,4509.77,139.615522,1970-01-01 00:25:04.382399999,625129.00160315,980,42.654963,190833.32959699,11348.29617196,5
2017-09-02 20:00:00,4509.77,4509.96,4286.87,4472.14,135.680576,1970-01-01 00:25:04.396799999,596284.91423537,1354,66.82177,294621.7653207,11416.45790779,5
2017-09-03 00:00:00,4508.5,4618.4,4467.88,4569.54,112.568758,1970-01-01 00:25:04.411199999,512530.06458622,1012,47.180657,215101.88523211,11684.66163647,6
2017-09-03 04:00:00,4584.78,4714.76,4584.78,4620.87,119.752884,1970-01-01 00:25:04.425599999,558337.04935228,937,42.738113,199571.64851088,12032.49903708,6
2017-09-03 08:00:00,4610.52,4674.86,4456.8,4486.0,103.213519,1970-01-01 00:25:04.439999999,471069.62343805,1042,33.167052,151307.81697271,12301.47113204,6
2017-09-03 12:00:00,4475.23,4557.25,4298.33,4384.15,170.271519,1970-01-01 00:25:04.454399999,746548.0070586,1470,72.89517,320462.29227562,12246.14235475,6
2017-09-03 16:00:00,4351.02,4530.0,4345.01,4529.0,106.294297,1970-01-01 00:25:04.468799999,475155.63765136,903,32.214928,144105.38291622,12479.60267419,6
2017-09-03 20:00:00,4529.0,4583.84,4445.15,4509.08,79.115221,1970-01-01 00:25:04.483199999,357412.3702153,658,30.738616,139095.6656894,12653.02927308,6
2017-09-04 00:00:00,4505.0,4527.49,4340.5,4340.51,81.331122,1970-01-01 00:25:04.497599999,359550.90608499,773,25.248944,111946.49421763,12593.58538279,0
2017-09-04 04:00:00,4340.53,4493.15,4052.0,4186.96,275.913594,1970-01-01 00:25:04.511999999,1189009.11616251,1616,101.980172,441055.13826096,11952.21730808,0
2017-09-04 08:00:00,4102.05,4437.68,4075.0,4153.0,464.680038,1970-01-01 00:25:04.526399999,1991735.49125297,2493,216.541283,930426.87802512,11809.80182302,0
2017-09-04 12:00:00,4153.0,4311.14,4014.76,4015.03,276.241227,1970-01-01 00:25:04.540799999,1148497.80654432,1997,122.464218,512214.60380079,11683.1680651,0
2017-09-04 16:00:00,4015.03,4224.99,3972.51,4203.67,155.042566,1970-01-01 00:25:04.555199999,629753.80805287,1131,60.254403,245807.07461521,11616.36881101,0
2017-09-04 20:00:00,4187.0,4300.95,4100.11,4100.11,141.436067,1970-01-01 00:25:04.569599999,591400.36199208,1307,52.111831,218912.42399693,11672.89407588,0
2017-09-05 00:00:00,4106.97,4121.33,3603.0,3988.04,286.737295,1970-01-01 00:25:04.583999999,1124065.32804944,2349,124.312965,491199.97879329,11485.30661283,1
2017-09-05 04:00:00,3996.24,4190.4,3943.1,4190.4,213.834421,1970-01-01 00:25:04.598399999,863207.89625731,2062,81.514731,329482.20367227,11148.86503199,1
2017-09-05 08:00:00,4190.0,4248.6,4050.0,4246.82,222.114409,1970-01-01 00:25:04.612799999,920695.13763823,1777,98.207959,407817.4786232,11633.76877681,1
2017-09-05 12:00:00,4248.64,4298.0,4116.65,4151.0,245.076465,1970-01-01 00:25:04.627199999,1038279.2874513,1804,107.774473,457049.63742323,11795.07393517,1
2017-09-05 16:00:00,4140.0,4459.55,4096.06,4442.48,125.584575,1970-01-01 00:25:04.641599999,540714.49592313,1091,65.687101,282354.63357668,11996.41796792,1
2017-09-05 20:00:00,4442.09,4484.99,4351.01,4366.47,135.590992,1970-01-01 00:25:04.655999999,596491.0414313,1001,55.978836,246393.90752379,11938.20199421,1
2017-09-06 00:00:00,4366.49,4522.81,4365.73,4430.02,187.420569,1970-01-01 00:25:04.670399999,836042.03160931,2090,95.930096,429028.95978482,12032.93128042,2
2017-09-06 04:00:00,4448.1,4505.96,4335.26,4461.29,166.307942,1970-01-01 00:25:04.684799999,734060.92994898,1510,79.008813,349102.46296538,11807.54755958,2
2017-09-06 08:00:00,4476.13,4597.79,4469.82,4548.13,175.29482,1970-01-01 00:25:04.699199999,793406.98682728,1753,98.252746,445363.81861372,11647.75053621,2
2017-09-06 12:00:00,4544.59,4619.47,4422.28,4619.43,261.596797,1970-01-01 00:25:04.713600000,1185456.99647709,2560,144.11303,653752.68879593,11146.71897399,2
2017-09-06 20:00:00,4619.43,4662.87,4610.0,4619.77,16.743598,1970-01-01 00:25:04.742399999,77379.11058057,43,5.618378,25983.81075555,11138.37278647,2
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4484.03,87.175086,1970-01-01 00:25:04.756799999,393294.50278117,411,39.456666,178328.66087398,11197.11856886,3
2017-09-07 04:00:00,4489.48,4561.9,4452.0,4510.25,65.944247,1970-01-01 00:25:04.771199999,297836.04453649,431,26.346097,119226.85336529,11108.70317362,3
2017-09-07 08:00:00,4475.01,4649.92,4458.0,4613.94,92.510277,1970-01-01 00:25:04.785599999,422327.08597411,572,51.494748,235606.92564684,11093.89849391,3
2017-09-07 12:00:00,4616.79,4759.25,4587.65,4755.0,165.209682,1970-01-01 00:25:04.799999999,771294.05530707,986,80.051451,373949.59684327,11111.91865714,3
2017-09-07 16:00:00,4755.0,4788.59,4672.35,4754.21,52.128252,1970-01-01 00:25:04.814399999,246704.49904326,326,28.621365,135702.13251973,11449.5435195,3
2017-09-07 20:00:00,4716.61,4752.12,4586.13,4691.61,37.462431,1970-01-01 00:25:04.828799999,174338.94874105,344,14.713622,68485.07432555,11536.41291735,3
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4605.05,45.900903,1970-01-01 00:25:04.843199999,212248.6652133,371,18.61278,86010.83814007,11685.29265491,4
2017-09-08 04:00:00,4633.47,4633.47,4587.08,4619.01,44.83,1970-01-01 00:25:04.857599999,206873.49632987,382,16.559321,76532.17866644,11593.0820655,4
2017-09-08 08:00:00,4625.36,4699.77,4611.48,4647.53,36.305425,1970-01-01 00:25:04.871999999,169014.14200082,254,20.446515,95238.48820084,11248.24789003,4
2017-09-08 12:00:00,4653.92,4690.83,4028.93,4348.65,492.155341,1970-01-01 00:25:04.886399999,2109067.74588639,1609,216.283864,921629.97331233,11095.28126729,4
2017-09-08 16:00:00,4330.68,4396.49,4190.0,4190.01,225.127696,1970-01-01 00:25:04.900799999,965859.39445523,938,96.351461,414479.93040649,11146.44883392,4
2017-09-08 20:00:00,4195.87,4334.15,4060.0,4282.8,287.935681,1970-01-01 00:25:04.915199999,1203463.78250776,1179,97.708178,410385.88069138,11115.57334676,4
2017-09-09 00:00:00,4282.8,4338.28,4150.06,4242.01,204.100968,1970-01-01 00:25:04.929599999,863722.63956162,990,100.620141,426091.93190436,10955.59292149,5
2017-09-09 04:00:00,4254.44,4426.62,4200.02,4321.52,119.28349,1970-01-01 00:25:04.943999999,515861.57125896,694,62.314867,270453.83645174,10834.1207362,5
2017-09-09 08:00:00,4336.19,4345.38,4262.75,4327.63,59.71621,1970-01-01 00:25:04.958399999,257308.09212237,390,20.148072,86958.79568024,10733.84137758,5
2017-09-09 12:00:00,4331.82,4400.6,4245.94,4276.0,124.778,1970-01-01 00:25:04.972799999,538079.14939324,608,59.215183,256216.57508695,10692.81625963,5
2017-09-09 16:00:00,4276.0,4281.32,4159.64,4253.7,100.390215,1970-01-01 00:25:04.987199999,424639.00316748,580,32.877656,139122.59689959,10638.41542334,5
2017-09-09 20:00:00,4267.51,4300.0,4241.25,4258.81,50.514069,1970-01-01 00:25:05.001599999,215773.01018331,515,12.813886,54783.27172121,10748.7487586,5
2017-09-10 00:00:00,4258.81,4279.7,4087.62,4144.0,97.962869,1970-01-01 00:25:05.015999999,408289.8525518,578,30.253452,125781.53462997,10700.0044618,6
2017-09-10 04:00:00,4144.0,4149.0,3801.0,3988.95,208.628935,1970-01-01 00:25:05.030399999,833080.28133361,834,67.29795,269292.9413244,10573.8916299,6
2017-09-10 08:00:00,3988.89,4100.0,3900.05,4098.79,105.952623,1970-01-01 00:25:05.044799999,426297.26514777,510,73.400907,295505.69053673,10537.06701669,6
2017-09-10 12:00:00,4069.43,4135.48,4043.17,4094.93,80.238497,1970-01-01 00:25:05.059199999,328349.09300526,448,49.596452,203050.356866,10389.72331002,6
2017-09-10 16:00:00,4086.92,4283.0,4072.45,4274.32,103.909898,1970-01-01 00:25:05.073599999,437468.94007686,528,51.886428,218825.11185864,10404.57358307,6
2017-09-10 20:00:00,4269.36,4274.32,4100.0,4130.37,63.680453,1970-01-01 00:25:05.087999999,266886.37607681,537,19.351698,81428.40128875,10431.32749057,6
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4312.05,234.255157,1970-01-01 00:25:05.102399999,995569.74979276,1117,116.416593,494715.39720597,10379.69668278,0
2017-09-11 04:00:00,4320.46,4325.99,4101.32,4178.73,191.225188,1970-01-01 00:25:05.116799999,803505.46020881,889,75.226588,316318.58864925,10407.6559715,0
2017-09-11 08:00:00,4186.88,4221.63,4115.39,4191.53,69.239857,1970-01-01 00:25:05.131199999,289675.95585684,581,38.763711,162392.34254617,10490.85761745,0
2017-09-11 12:00:00,4191.54,4313.18,4174.97,4251.29,88.422507,1970-01-01 00:25:05.145599999,375730.14714415,601,46.175047,196230.78117173,10603.37623873,0
2017-09-11 16:00:00,4246.43,4280.0,4158.84,4182.27,86.75553,1970-01-01 00:25:05.159999999,366294.16517112,635,30.706058,129715.79875302,10674.26794902,0
2017-09-11 20:00:00,4187.99,4225.0,4158.85,4208.47,30.090826,1970-01-01 00:25:05.174399999,126067.28432779,405,14.910333,62496.80491792,10696.14858553,0
2017-09-12 00:00:00,4208.6,4305.01,4201.9,4294.25,92.676353,1970-01-01 00:25:05.188799999,394677.90182919,1052,59.713601,254600.82702814,10819.58419781,1
2017-09-12 04:00:00,4294.54,4394.59,4279.77,4361.0,152.587684,1970-01-01 00:25:05.203199999,662988.89908967,1382,91.321155,396496.93530567,10981.34322041,1
2017-09-12 08:00:00,4361.04,4373.67,4228.5,4340.1,99.700796,1970-01-01 00:25:05.217599999,429374.12544912,782,35.23525,151947.37555851,10901.09073856,1
2017-09-12 12:00:00,4343.01,4345.92,4230.0,4258.72,189.740543,1970-01-01 00:25:05.231999999,808614.91910202,1327,66.542226,283487.55445665,10788.45479734,1
2017-09-12 16:00:00,4249.49,4280.0,4040.8,4165.5,284.982429,1970-01-01 00:25:05.246399999,1180531.31083914,1406,172.826327,715770.32853057,10787.61073398,1
2017-09-12 20:00:00,4158.27,4202.53,4101.69,4163.72,59.942514,1970-01-01 00:25:05.260799999,249003.46698038,552,26.142111,108712.24549112,10753.20738857,1
2017-09-13 00:00:00,4159.72,4165.38,3916.0,3936.84,186.044927,1970-01-01 00:25:05.275199999,748504.10483702,1105,70.739138,285159.87154159,10673.55439439,2
2017-09-13 04:00:00,3933.21,3991.01,3796.8,3933.76,193.793146,1970-01-01 00:25:05.289599999,756284.45117731,793,99.694169,390072.48761102,10571.79948351,2
